Feature,Importance
Temp_Moving_Avg,0.1964923709388041
rolling_temp_5,0.1342079033785153
CO2_Emissions,0.0659490888901508
Population,0.06572383375314464
co2_lag_1,0.06505602779779102
rolling_co2_5,0.06483106576946449
temperature_anomaly_lag_3,0.06375706863313312
rolling_temp_3,0.0607201651808349
Total_GHG,0.06045737826635689
Year,0.057998937920653956
temperature_anomaly_lag_1,0.05799256296440238
temperature_anomaly_lag_5,0.05699602643031639
temp_trend_5,0.049817570076431936
